order_id,customer_id,order_date,total_amount,status,payment_status
228,304,2025-08-09,4494.35,Pending,Processing
229,90,2025-06-23,3428.0,Completed,Refunded
230,147,2025-06-13,563.52,Completed,Failed
231,125,2025-04-18,247.29,Pending,Refunded
232,431,2025-08-05,753.29,Completed,Failed
233,204,2025-06-29,1100.19,Completed,Paid
234,223,2025-06-10,4690.67,Pending,Refunded
235,196,2025-05-09,4979.12,Pending,Failed
236,305,2025-06-18,3030.25,Cancelled,Processing
237,205,2025-09-04,4271.88,Completed,Processing
238,255,2025-05-27,3441.98,Cancelled,Processing
239,159,2025-06-03,4010.76,Pending,Processing
240,150,2025-08-27,3747.29,Completed,Refunded
241,474,2025-05-11,3778.79,Pending,Paid
242,214,2025-04-23,4544.07,Cancelled,Paid
243,218,2025-06-13,3128.84,Cancelled,Refunded
244,334,2025-07-27,400.19,Pending,Refunded
245,321,2025-07-07,3685.72,Cancelled,Failed
246,400,2025-07-19,1209.17,Cancelled,Processing
247,199,2025-07-18,3139.21,Cancelled,Failed
248,73,2025-06-03,1672.62,Completed,Processing
249,2,2025-09-02,3828.0,Pending,Paid
250,54,2025-05-17,2299.84,Pending,Refunded
251,189,2025-08-02,2795.78,Completed,Failed
252,181,2025-04-20,1116.23,Completed,Refunded
253,192,2025-10-08,2081.38,Completed,Refunded
254,265,2025-08-11,4720.31,Completed,Failed
255,120,2025-07-02,899.02,Completed,Paid
256,203,2025-06-11,4008.31,Cancelled,Paid
257,471,2025-09-03,1143.88,Cancelled,Failed
258,75,2025-10-03,3156.6,Cancelled,Refunded
259,226,2025-10-07,1967.74,Cancelled,Processing
260,248,2025-05-15,3600.21,Pending,Processing
261,400,2025-06-06,3509.57,Pending,Failed
262,431,2025-06-06,555.24,Cancelled,Paid
263,432,2025-04-22,2042.06,Pending,Refunded
264,8,2025-09-26,3064.51,Completed,Failed
265,180,2025-05-02,188.58,Cancelled,Paid
266,294,2025-07-11,3014.81,Cancelled,Failed
267,111,2025-07-09,1739.68,Completed,Processing
268,117,2025-07-12,2020.03,Completed,Processing
269,353,2025-08-25,4986.25,Cancelled,Refunded
270,295,2025-06-06,2207.21,Pending,Refunded
271,162,2025-06-20,1675.53,Completed,Refunded
272,148,2025-06-22,4029.01,Cancelled,Processing
273,278,2025-06-10,4611.31,Pending,Processing
274,400,2025-07-14,2753.26,Pending,Paid
275,296,2025-06-15,4381.54,Cancelled,Refunded
276,306,2025-08-02,4736.94,Cancelled,Processing
277,280,2025-06-20,3826.51,Pending,Refunded
278,34,2025-04-25,1141.7,Pending,Paid
279,207,2025-09-11,4466.5,Completed,Failed
280,183,2025-09-14,3466.57,Pending,Failed
281,444,2025-09-26,2672.87,Completed,Paid
282,498,2025-09-16,358.98,Cancelled,Paid
283,465,2025-06-25,4623.49,Completed,Failed
284,431,2025-09-28,2977.03,Pending,Refunded
285,449,2025-07-26,1879.46,Pending,Failed
286,365,2025-05-17,305.87,Cancelled,Paid
287,451,2025-06-04,396.85,Cancelled,Refunded
288,413,2025-04-12,451.62,Cancelled,Failed
289,453,2025-09-24,2135.59,Completed,Refunded
290,489,2025-05-03,1907.17,Cancelled,Processing
291,369,2025-05-12,1699.2,Completed,Refunded
292,241,2025-05-09,1016.45,Completed,Paid
293,470,2025-08-03,3358.39,Completed,Failed
294,435,2025-06-18,4284.59,Completed,Processing
295,295,2025-08-26,3787.93,Completed,Refunded
296,168,2025-08-16,2527.63,Cancelled,Failed
297,437,2025-05-14,2865.57,Pending,Failed
298,147,2025-04-21,4397.61,Completed,Failed
299,458,2025-08-22,4700.94,Cancelled,Refunded
300,352,2025-08-26,2861.31,Completed,Refunded
301,148,2025-09-24,305.16,Completed,Failed
302,488,2025-08-31,3157.08,Pending,Paid
303,407,2025-09-12,3784.54,Completed,Paid
304,442,2025-05-26,4640.95,Pending,Processing
305,149,2025-08-22,2676.79,Pending,Processing
306,221,2025-06-14,2754.44,Cancelled,Refunded
307,238,2025-05-29,2301.49,Completed,Failed
308,239,2025-06-12,350.63,Completed,Processing
309,205,2025-06-16,4431.17,Cancelled,Paid
310,76,2025-09-10,4012.49,Completed,Processing
311,324,2025-06-03,3798.2,Completed,Processing
312,24,2025-08-17,1264.61,Pending,Paid
313,264,2025-08-31,324.87,Cancelled,Processing
314,217,2025-05-26,3782.11,Completed,Refunded
315,36,2025-04-30,274.49,Pending,Paid
316,437,2025-08-21,338.73,Completed,Failed
317,151,2025-05-27,3276.05,Completed,Failed
318,7,2025-08-22,3348.89,Completed,Paid
319,277,2025-08-05,510.96,Completed,Failed
320,306,2025-10-03,556.73,Cancelled,Paid
321,193,2025-10-02,3325.69,Completed,Refunded
322,79,2025-04-10,3118.02,Completed,Refunded
323,152,2025-04-28,4003.5,Pending,Refunded
324,344,2025-10-05,2303.35,Pending,Refunded
325,206,2025-09-03,4812.6,Completed,Refunded
326,37,2025-08-19,345.47,Pending,Processing
327,206,2025-05-05,1649.81,Completed,Paid
328,451,2025-08-31,1426.89,Pending,Failed
329,178,2025-09-04,2963.39,Cancelled,Failed
330,43,2025-05-03,4450.9,Completed,Refunded
331,374,2025-05-06,4154.1,Cancelled,Paid
332,371,2025-06-10,3223.88,Pending,Processing
333,406,2025-09-18,2183.96,Completed,Failed
334,467,2025-05-14,516.51,Completed,Refunded
335,336,2025-09-27,2127.17,Completed,Failed
336,125,2025-07-09,2755.78,Completed,Failed
337,6,2025-06-10,1214.87,Cancelled,Failed
338,209,2025-09-24,3655.18,Pending,Processing
339,402,2025-09-29,4140.76,Pending,Processing
340,239,2025-05-19,2026.85,Pending,Processing
341,496,2025-05-29,4597.67,Completed,Paid
342,140,2025-06-17,1595.88,Completed,Refunded
343,179,2025-05-10,4667.8,Completed,Failed
344,490,2025-06-15,4668.26,Pending,Refunded
345,69,2025-05-21,3315.53,Pending,Refunded
346,254,2025-08-25,613.58,Completed,Failed
347,363,2025-04-09,4138.17,Completed,Processing
348,475,2025-04-27,2072.79,Cancelled,Paid
349,381,2025-05-09,1192.06,Cancelled,Processing
350,141,2025-04-29,3936.96,Pending,Refunded
351,450,2025-05-18,3439.8,Completed,Failed
352,351,2025-05-02,2752.16,Pending,Refunded
353,468,2025-06-13,4811.47,Completed,Failed
354,460,2025-06-13,4883.67,Cancelled,Processing
355,463,2025-06-14,3052.53,Cancelled,Processing
356,474,2025-09-23,4664.52,Completed,Refunded
357,494,2025-09-27,4064.07,Completed,Failed
358,222,2025-08-14,2852.75,Completed,Paid
359,396,2025-05-09,665.08,Pending,Processing
360,440,2025-07-14,2634.52,Cancelled,Paid
361,66,2025-06-30,318.82,Completed,Refunded
362,142,2025-07-15,4200.39,Pending,Failed
363,9,2025-09-01,1507.63,Cancelled,Failed
364,280,2025-09-20,2796.0,Pending,Paid
365,3,2025-06-12,4983.38,Completed,Failed
366,356,2025-04-19,4793.43,Pending,Processing
367,499,2025-04-18,3104.2,Completed,Processing
368,32,2025-06-07,4292.05,Cancelled,Failed
369,277,2025-08-26,2820.15,Completed,Refunded
370,466,2025-05-24,198.94,Pending,Paid
371,102,2025-08-31,2268.67,Completed,Paid
372,386,2025-07-25,3246.76,Completed,Processing
373,414,2025-04-23,4706.01,Pending,Paid
374,339,2025-09-08,862.94,Completed,Paid
375,181,2025-06-15,647.97,Completed,Processing
376,393,2025-09-03,4707.18,Cancelled,Processing
377,216,2025-05-20,2359.69,Cancelled,Processing
378,148,2025-08-23,1666.67,Completed,Paid
379,320,2025-07-05,1024.06,Cancelled,Failed
380,497,2025-05-19,4419.02,Completed,Refunded
381,494,2025-07-09,1273.93,Pending,Paid
382,28,2025-04-14,1881.93,Completed,Failed
383,395,2025-07-31,3181.21,Cancelled,Failed
384,335,2025-05-28,1535.87,Pending,Failed
385,377,2025-06-10,3057.54,Completed,Processing
386,296,2025-07-10,2653.98,Completed,Processing
387,359,2025-10-03,1455.96,Cancelled,Processing
388,362,2025-10-04,4386.74,Cancelled,Failed
389,129,2025-04-16,4468.37,Pending,Failed
390,418,2025-06-13,4932.19,Pending,Failed
391,144,2025-09-11,365.14,Pending,Paid
392,264,2025-07-02,1967.74,Cancelled,Refunded
393,106,2025-05-24,136.68,Cancelled,Refunded
394,154,2025-09-01,1334.53,Pending,Processing
395,181,2025-06-25,1996.57,Cancelled,Processing
396,247,2025-08-25,4304.34,Completed,Paid
397,497,2025-08-24,2361.73,Pending,Failed
398,158,2025-06-05,420.41,Pending,Paid
399,234,2025-09-08,2958.13,Completed,Refunded
400,486,2025-09-15,3347.43,Cancelled,Failed
401,80,2025-06-29,1459.08,Pending,Failed
402,146,2025-06-30,4929.49,Pending,Failed
403,142,2025-05-04,4883.86,Completed,Paid
404,175,2025-08-29,929.09,Pending,Paid
405,185,2025-10-01,3774.02,Completed,Paid
406,129,2025-04-16,3183.42,Pending,Refunded
407,115,2025-10-07,3191.37,Cancelled,Paid
408,237,2025-07-23,335.59,Cancelled,Paid
409,119,2025-08-23,4707.1,Pending,Refunded
410,42,2025-09-18,382.84,Pending,Processing
411,459,2025-04-17,1778.01,Completed,Refunded
412,153,2025-08-23,4241.55,Completed,Paid
413,353,2025-06-05,4476.34,Cancelled,Paid
414,287,2025-05-16,4337.57,Pending,Paid
415,126,2025-04-27,555.24,Pending,Failed
416,473,2025-04-18,1889.61,Pending,Processing
417,2,2025-06-09,2024.48,Completed,Paid
418,277,2025-08-23,134.05,Cancelled,Processing
419,438,2025-09-25,2048.16,Pending,Failed
420,259,2025-05-04,3759.98,Completed,Failed
421,463,2025-07-09,4920.33,Cancelled,Processing
422,19,2025-09-10,4014.53,Completed,Refunded
423,289,2025-07-29,337.32,Pending,Paid
424,499,2025-08-06,2247.65,Cancelled,Paid
425,446,2025-05-10,1243.38,Pending,Paid
426,274,2025-07-25,346.39,Cancelled,Failed
427,228,2025-09-30,4204.43,Pending,Failed
428,243,2025-08-03,4174.26,Completed,Refunded
429,328,2025-08-13,1184.71,Completed,Refunded
430,272,2025-04-09,2464.83,Completed,Processing
431,191,2025-09-08,4020.02,Pending,Paid
432,219,2025-07-16,4712.27,Cancelled,Failed
433,331,2025-05-17,630.56,Cancelled,Paid
434,293,2025-08-06,3471.33,Cancelled,Processing
435,102,2025-08-27,2980.24,Pending,Refunded
436,125,2025-08-18,2591.81,Completed,Paid
437,336,2025-09-26,4682.93,Pending,Refunded
438,447,2025-07-15,1032.74,Cancelled,Failed
439,143,2025-08-05,4291.73,Pending,Refunded
440,455,2025-04-11,2562.52,Pending,Paid
441,382,2025-05-21,3633.35,Cancelled,Processing
442,330,2025-07-19,3423.82,Cancelled,Refunded
443,395,2025-06-11,2453.3,Completed,Paid
444,69,2025-07-16,3200.34,Pending,Processing
445,103,2025-08-17,3820.45,Completed,Paid
446,337,2025-08-30,1611.36,Completed,Processing
447,327,2025-05-28,417.63,Completed,Paid
448,391,2025-06-22,2992.15,Pending,Paid
449,247,2025-07-05,1039.33,Pending,Failed
450,340,2025-05-14,3825.93,Pending,Processing
451,219,2025-04-15,1576.81,Completed,Failed
452,213,2025-05-04,2494.33,Pending,Refunded
453,103,2025-05-02,1551.31,Completed,Refunded
454,75,2025-07-08,4329.93,Completed,Refunded
455,247,2025-07-16,4252.84,Cancelled,Paid
456,52,2025-09-28,2083.25,Cancelled,Failed
457,238,2025-08-15,4782.56,Completed,Failed
458,103,2025-08-26,992.36,Cancelled,Processing
459,275,2025-06-16,4218.82,Cancelled,Failed
460,26,2025-09-07,1299.47,Pending,Processing
461,163,2025-05-03,2351.79,Completed,Failed
462,121,2025-08-02,2139.05,Cancelled,Paid
463,461,2025-09-20,4413.8,Cancelled,Refunded
464,81,2025-10-03,595.81,Pending,Failed
465,400,2025-05-17,144.29,Pending,Paid
466,443,2025-09-12,1614.5,Cancelled,Failed
467,466,2025-05-12,4580.53,Cancelled,Failed
468,5,2025-04-16,1104.46,Completed,Processing
469,144,2025-07-13,3766.08,Pending,Failed
470,424,2025-09-22,2204.28,Cancelled,Failed
471,1,2025-06-17,1022.41,Cancelled,Processing
472,417,2025-04-25,4231.54,Pending,Processing
473,52,2025-06-03,3537.97,Cancelled,Processing
474,231,2025-08-14,1791.89,Cancelled,Refunded
475,23,2025-07-03,1117.78,Completed,Processing
476,58,2025-05-07,3186.2,Pending,Refunded
477,479,2025-04-19,3730.03,Completed,Processing
478,398,2025-09-23,2614.46,Pending,Refunded
479,24,2025-07-03,1975.2,Completed,Paid
480,290,2025-05-22,927.81,Completed,Refunded
481,389,2025-08-10,2345.85,Completed,Refunded
482,62,2025-08-22,344.29,Completed,Failed
483,124,2025-09-07,3868.5,Completed,Processing
484,115,2025-05-23,4951.31,Pending,Refunded
485,210,2025-08-29,473.68,Cancelled,Failed
486,19,2025-05-03,2593.46,Cancelled,Failed
487,408,2025-06-10,908.24,Completed,Processing
488,158,2025-09-09,2191.01,Cancelled,Refunded
489,103,2025-09-08,1938.27,Pending,Paid
490,114,2025-05-12,4643.62,Cancelled,Paid
491,432,2025-08-18,3312.31,Completed,Failed
492,118,2025-08-31,656.39,Pending,Refunded
493,289,2025-09-13,1838.22,Cancelled,Paid
494,388,2025-07-20,4746.09,Cancelled,Processing
495,266,2025-07-15,3967.73,Cancelled,Refunded
496,195,2025-08-29,1666.68,Completed,Refunded
497,457,2025-07-01,876.7,Completed,Failed
498,298,2025-09-02,397.95,Pending,Processing
499,130,2025-09-27,4559.3,Completed,Processing
500,110,2025-04-09,2266.7,Completed,Failed
501,211,2025-07-31,2518.03,Completed,Paid
502,266,2025-09-03,3834.92,Cancelled,Refunded
503,261,2025-07-12,1892.68,Pending,Failed
504,73,2025-08-19,3811.44,Cancelled,Failed
505,116,2025-06-05,154.19,Completed,Failed
506,96,2025-08-05,800.45,Cancelled,Failed
507,429,2025-04-13,4314.3,Pending,Refunded
508,297,2025-05-08,4904.84,Completed,Paid
509,130,2025-08-16,3427.56,Completed,Processing
510,154,2025-05-02,3890.49,Pending,Refunded
511,287,2025-10-01,3867.55,Completed,Refunded
512,441,2025-05-16,169.47,Cancelled,Processing
513,90,2025-06-08,2461.12,Pending,Paid
514,434,2025-04-21,3690.17,Pending,Paid
515,229,2025-07-01,4294.31,Cancelled,Processing
516,3,2025-07-13,4772.07,Completed,Processing
517,48,2025-05-15,640.26,Pending,Failed
518,346,2025-08-02,3138.12,Pending,Processing
519,446,2025-04-27,1854.64,Cancelled,Refunded
520,448,2025-10-08,546.0,Pending,Paid
521,483,2025-07-20,538.34,Completed,Failed
522,50,2025-05-06,4270.56,Cancelled,Refunded
523,151,2025-09-05,274.68,Pending,Processing
524,340,2025-04-16,3979.13,Pending,Failed
525,431,2025-07-27,1210.19,Cancelled,Processing
526,165,2025-06-30,3411.48,Completed,Refunded
527,323,2025-08-15,2164.56,Pending,Paid
528,344,2025-07-23,2854.23,Completed,Paid
529,372,2025-09-07,3521.5,Cancelled,Failed
530,387,2025-06-14,2037.6,Pending,Paid
531,442,2025-08-17,1476.49,Completed,Paid
532,85,2025-04-22,1942.52,Pending,Refunded
533,402,2025-10-02,1189.17,Pending,Refunded
534,177,2025-06-30,4491.11,Pending,Refunded
535,243,2025-08-14,2410.8,Pending,Failed
536,254,2025-06-24,3036.5,Cancelled,Paid
537,324,2025-06-21,1968.26,Pending,Refunded
538,309,2025-05-22,3056.95,Cancelled,Failed
539,119,2025-06-30,1346.21,Pending,Paid
540,340,2025-07-21,2641.68,Pending,Processing
541,279,2025-05-11,1610.19,Completed,Failed
542,99,2025-07-16,1128.88,Cancelled,Failed
543,203,2025-09-08,4275.81,Completed,Refunded
544,443,2025-06-21,2932.38,Cancelled,Paid
545,181,2025-08-13,4131.42,Pending,Refunded
546,476,2025-05-01,939.93,Pending,Processing
547,15,2025-04-25,2327.92,Pending,Paid
548,166,2025-06-19,2786.67,Pending,Paid
549,320,2025-09-07,4355.65,Completed,Failed
550,317,2025-09-01,1067.59,Cancelled,Paid
551,12,2025-07-09,1770.21,Pending,Refunded
552,375,2025-06-02,2877.07,Pending,Refunded
553,197,2025-10-07,745.47,Cancelled,Paid
554,273,2025-04-16,2163.08,Completed,Refunded
555,360,2025-09-19,3038.04,Pending,Refunded
556,54,2025-08-18,235.1,Cancelled,Paid
557,111,2025-08-10,2676.36,Completed,Processing
558,246,2025-09-11,3173.12,Completed,Refunded
559,9,2025-04-20,4029.2,Completed,Refunded
560,104,2025-07-31,541.07,Cancelled,Failed
561,78,2025-06-25,3726.9,Pending,Refunded
562,290,2025-08-03,2690.17,Pending,Failed
563,340,2025-07-15,4784.0,Completed,Paid
564,450,2025-10-03,4848.67,Cancelled,Refunded
