order_id,product_id,quantity,subtotal
ORD-000045,PROD-0016,4,4209.04
ORD-000046,PROD-0334,4,4373.2
ORD-000046,PROD-0395,5,3447.95
ORD-000047,PROD-0354,3,1314.66
ORD-000047,PROD-0444,5,63.15
ORD-000047,PROD-0017,3,527.19
ORD-000047,PROD-0013,3,2628.93
ORD-000048,PROD-0085,1,812.37
ORD-000049,PROD-0229,2,1029.96
ORD-000049,PROD-0469,4,2682.4
ORD-000050,PROD-0497,1,779.32
ORD-000050,PROD-0124,5,3429.85
ORD-000051,PROD-0020,2,1903.06
ORD-000052,PROD-0049,3,579.39
ORD-000052,PROD-0108,3,1645.11
ORD-000052,PROD-0117,1,1021.1
ORD-000052,PROD-0072,4,1691.36
ORD-000053,PROD-0409,1,348.07
ORD-000054,PROD-0095,4,4308.64
ORD-000055,PROD-0027,5,1961.85
ORD-000056,PROD-0042,3,2911.77
ORD-000057,PROD-0041,4,2036.6
ORD-000058,PROD-0358,1,857.74
ORD-000058,PROD-0473,4,2377.12
ORD-000059,PROD-0129,4,3326.76
ORD-000060,PROD-0369,2,340.02
ORD-000060,PROD-0390,4,3118.8
ORD-000060,PROD-0132,1,892.74
ORD-000060,PROD-0089,4,2196.88
ORD-000061,PROD-0319,1,43.7
ORD-000062,PROD-0121,5,5793.7
ORD-000062,PROD-0307,3,1862.64
ORD-000063,PROD-0169,5,1621.35
ORD-000064,PROD-0052,2,1259.46
ORD-000064,PROD-0488,2,2195.42
ORD-000065,PROD-0480,1,394.43
ORD-000066,PROD-0188,1,362.49
ORD-000067,PROD-0242,3,572.76
ORD-000068,PROD-0170,3,3596.07
ORD-000069,PROD-0104,3,993.48
ORD-000069,PROD-0128,4,3422.6
ORD-000069,PROD-0453,5,2278.6
ORD-000070,PROD-0300,4,2445.04
ORD-000070,PROD-0248,1,459.35
ORD-000071,PROD-0345,4,645.08
ORD-000072,PROD-0261,1,759.51
ORD-000072,PROD-0432,4,1032.44
ORD-000072,PROD-0073,5,1178.95
ORD-000073,PROD-0304,5,4885.7
ORD-000074,PROD-0223,4,2057.6
ORD-000074,PROD-0059,1,1068.21
ORD-000075,PROD-0178,5,4163.9
ORD-000075,PROD-0380,5,3836.7
ORD-000076,PROD-0006,2,2297.74
ORD-000077,PROD-0018,2,1407.16
ORD-000077,PROD-0382,3,2355.63
ORD-000078,PROD-0204,1,811.43
ORD-000079,PROD-0351,4,2385.6
ORD-000080,PROD-0050,1,86.21
ORD-000080,PROD-0039,2,1619.34
ORD-000081,PROD-0161,1,908.95
ORD-000081,PROD-0125,2,444.6
ORD-000081,PROD-0144,4,3176.84
ORD-000082,PROD-0337,5,3696.2
ORD-000083,PROD-0040,4,3846.84
ORD-000083,PROD-0268,1,528.12
ORD-000084,PROD-0347,1,1037.68
ORD-000084,PROD-0333,4,2655.24
ORD-000085,PROD-0157,4,4119.96
ORD-000085,PROD-0220,4,323.8
ORD-000086,PROD-0052,1,629.73
ORD-000086,PROD-0495,4,2510.92
ORD-000087,PROD-0407,1,265.39
ORD-000088,PROD-0004,5,3281.05
ORD-000089,PROD-0156,3,3489.06
ORD-000089,PROD-0133,3,1750.86
ORD-000090,PROD-0059,5,5341.05
ORD-000091,PROD-0416,1,43.5
ORD-000091,PROD-0353,5,4589.05
ORD-000092,PROD-0069,4,877.36
ORD-000093,PROD-0107,4,668.64
ORD-000094,PROD-0072,2,845.68
ORD-000095,PROD-0201,4,3243.68
ORD-000096,PROD-0235,4,1776.96
ORD-000097,PROD-0117,1,1021.1
ORD-000098,PROD-0431,3,2018.49
ORD-000099,PROD-0475,1,714.6
ORD-000099,PROD-0111,4,4559.16
ORD-000099,PROD-0283,5,5794.45
ORD-000100,PROD-0309,2,803.3
ORD-000101,PROD-0075,5,5265.3
ORD-000101,PROD-0059,2,2136.42
ORD-000102,PROD-0136,1,838.41
ORD-000103,PROD-0066,5,5396.05
ORD-000104,PROD-0229,5,2574.9
ORD-000104,PROD-0396,4,585.12
ORD-000105,PROD-0374,5,4237.3
ORD-000105,PROD-0336,3,913.41
ORD-000106,PROD-0477,2,1039.18
ORD-000107,PROD-0378,1,994.4
ORD-000108,PROD-0324,3,501.6
ORD-000109,PROD-0490,3,1203.78
ORD-000109,PROD-0427,3,3484.5
ORD-000110,PROD-0112,4,2283.64
ORD-000110,PROD-0468,5,2175.5
ORD-000111,PROD-0086,1,792.33
ORD-000111,PROD-0059,2,2136.42
ORD-000111,PROD-0330,1,1061.67
ORD-000111,PROD-0256,1,1150.08
ORD-000112,PROD-0354,2,876.44
ORD-000113,PROD-0297,1,718.1
ORD-000114,PROD-0308,3,2334.15
ORD-000114,PROD-0384,3,2353.5
ORD-000115,PROD-0421,2,1965.94
ORD-000115,PROD-0349,5,2814.2
ORD-000115,PROD-0470,5,581.05
ORD-000116,PROD-0079,2,1612.8
ORD-000116,PROD-0467,3,2666.67
ORD-000117,PROD-0359,2,344.08
ORD-000117,PROD-0166,5,3065.5
ORD-000117,PROD-0451,1,680.18
ORD-000118,PROD-0055,2,519.44
ORD-000118,PROD-0362,2,271.96
ORD-000118,PROD-0208,1,806.23
ORD-000119,PROD-0107,5,835.8
ORD-000120,PROD-0005,4,3647.08
ORD-000120,PROD-0307,4,2483.52
ORD-000121,PROD-0157,3,3089.97
ORD-000121,PROD-0452,5,3931.05
ORD-000122,PROD-0236,4,4678.32
ORD-000122,PROD-0326,2,1324.5
ORD-000123,PROD-0450,2,1958.36
ORD-000124,PROD-0070,1,1037.56
ORD-000125,PROD-0334,2,2186.6
ORD-000126,PROD-0430,2,104.52
ORD-000126,PROD-0416,1,43.5
ORD-000126,PROD-0211,2,1072.82
ORD-000127,PROD-0052,3,1889.19
ORD-000127,PROD-0149,3,270.99
ORD-000127,PROD-0087,3,2949.06
ORD-000128,PROD-0144,2,1588.42
ORD-000129,PROD-0458,1,23.71
ORD-000130,PROD-0005,5,4558.85
ORD-000130,PROD-0411,5,2269.5
ORD-000130,PROD-0146,1,849.81
ORD-000130,PROD-0159,4,574.12
ORD-000131,PROD-0160,2,2087.78
ORD-000132,PROD-0039,1,809.67
ORD-000133,PROD-0296,5,2533.45
ORD-000134,PROD-0222,5,3140.65
ORD-000134,PROD-0340,4,1285.04
ORD-000135,PROD-0048,5,389.2
ORD-000135,PROD-0129,1,831.69
ORD-000136,PROD-0407,2,530.78
ORD-000136,PROD-0402,3,236.4
ORD-000136,PROD-0065,3,1555.8
ORD-000137,PROD-0263,2,1550.76
ORD-000137,PROD-0139,4,2778.16
ORD-000138,PROD-0190,1,433.96
ORD-000139,PROD-0260,4,4151.12
ORD-000139,PROD-0398,3,806.73
ORD-000140,PROD-0176,1,124.16
ORD-000140,PROD-0231,3,1350.93
ORD-000141,PROD-0480,5,1972.15
ORD-000141,PROD-0414,5,4321.6
ORD-000142,PROD-0464,5,1388.15
ORD-000143,PROD-0241,4,1509.64
ORD-000143,PROD-0169,1,324.27
ORD-000143,PROD-0133,4,2334.48
ORD-000144,PROD-0282,5,1727.45
ORD-000145,PROD-0265,4,4365.24
ORD-000145,PROD-0221,4,2428.36
ORD-000146,PROD-0235,1,444.24
ORD-000146,PROD-0447,4,2656.84
ORD-000147,PROD-0389,2,1128.56
ORD-000148,PROD-0184,4,3279.0
ORD-000149,PROD-0011,1,764.64
ORD-000150,PROD-0497,3,2337.96
ORD-000150,PROD-0313,4,510.4
ORD-000151,PROD-0210,5,2463.5
ORD-000151,PROD-0405,2,325.34
ORD-000152,PROD-0242,5,954.6
ORD-000153,PROD-0170,1,1198.69
ORD-000153,PROD-0442,2,1316.24
ORD-000153,PROD-0276,3,1312.14
ORD-000154,PROD-0037,4,2279.36
ORD-000154,PROD-0390,2,1559.4
ORD-000154,PROD-0265,3,3273.93
ORD-000154,PROD-0294,2,55.42
ORD-000155,PROD-0263,3,2326.14
ORD-000156,PROD-0296,4,2026.76
ORD-000157,PROD-0258,3,3425.37
ORD-000157,PROD-0076,4,2871.6
ORD-000158,PROD-0076,1,717.9
ORD-000159,PROD-0305,3,2279.76
ORD-000160,PROD-0346,2,302.82
ORD-000160,PROD-0101,2,56.68
ORD-000161,PROD-0113,1,921.44
ORD-000162,PROD-0212,2,2165.06
ORD-000163,PROD-0462,5,1412.05
ORD-000163,PROD-0469,5,3353.0
ORD-000164,PROD-0333,2,1327.62
ORD-000164,PROD-0482,3,3431.52
ORD-000165,PROD-0404,3,2105.58
ORD-000165,PROD-0450,1,979.18
ORD-000166,PROD-0145,1,493.18
ORD-000166,PROD-0136,2,1676.82
ORD-000167,PROD-0228,3,1498.53
ORD-000168,PROD-0302,1,947.28
ORD-000169,PROD-0183,5,1777.85
ORD-000170,PROD-0410,3,3470.16
ORD-000170,PROD-0336,4,1217.88
ORD-000170,PROD-0188,2,724.98
ORD-000170,PROD-0176,2,248.32
ORD-000171,PROD-0469,1,670.6
ORD-000171,PROD-0442,1,658.12
ORD-000172,PROD-0418,3,3141.87
ORD-000172,PROD-0300,3,1833.78
ORD-000173,PROD-0053,3,967.23
ORD-000174,PROD-0374,3,2542.38
ORD-000175,PROD-0144,4,3176.84
ORD-000175,PROD-0376,5,5728.8
ORD-000176,PROD-0365,2,1513.38
ORD-000176,PROD-0189,4,972.24
ORD-000177,PROD-0085,2,1624.74
ORD-000178,PROD-0438,1,1122.04
ORD-000178,PROD-0162,3,484.68
ORD-000178,PROD-0430,4,209.04
ORD-000179,PROD-0182,1,535.2
ORD-000180,PROD-0231,2,900.62
ORD-000181,PROD-0134,4,4706.84
ORD-000182,PROD-0145,1,493.18
ORD-000182,PROD-0009,2,1389.88
ORD-000183,PROD-0043,5,5814.75
ORD-000183,PROD-0469,4,2682.4
ORD-000183,PROD-0212,3,3247.59
ORD-000184,PROD-0105,3,2611.2
ORD-000185,PROD-0137,4,2764.04
ORD-000186,PROD-0187,2,2163.9
ORD-000186,PROD-0356,1,475.71
ORD-000187,PROD-0454,1,602.33
ORD-000188,PROD-0499,1,757.56
ORD-000188,PROD-0193,4,3838.56
ORD-000188,PROD-0177,5,5820.5
ORD-000189,PROD-0293,1,998.18
ORD-000189,PROD-0281,1,528.02
ORD-000190,PROD-0066,5,5396.05
ORD-000191,PROD-0382,2,1570.42
ORD-000191,PROD-0391,1,683.5
ORD-000192,PROD-0242,2,381.84
ORD-000193,PROD-0452,3,2358.63
ORD-000194,PROD-0414,3,2592.96
ORD-000195,PROD-0316,4,3228.24
ORD-000195,PROD-0185,5,3727.75
ORD-000195,PROD-0282,3,1036.47
ORD-000196,PROD-0410,3,3470.16
ORD-000197,PROD-0481,5,1218.8
ORD-000198,PROD-0043,5,5814.75
ORD-000199,PROD-0195,5,3778.8
ORD-000199,PROD-0048,1,77.84
ORD-000199,PROD-0031,5,2553.25
ORD-000199,PROD-0326,2,1324.5
ORD-000200,PROD-0258,2,2283.58
ORD-000201,PROD-0401,4,2531.92
ORD-000202,PROD-0139,4,2778.16
ORD-000203,PROD-0072,3,1268.52
ORD-000203,PROD-0253,2,591.52
ORD-000204,PROD-0016,1,1052.26
ORD-000205,PROD-0131,2,657.5
ORD-000205,PROD-0285,4,2423.88
ORD-000206,PROD-0368,1,735.72
ORD-000207,PROD-0413,4,4698.32
ORD-000208,PROD-0184,3,2459.25
ORD-000209,PROD-0446,1,1121.01
ORD-000210,PROD-0133,2,1167.24
ORD-000210,PROD-0019,1,594.75
ORD-000210,PROD-0462,4,1129.64
ORD-000210,PROD-0169,3,972.81
ORD-000211,PROD-0227,4,4215.44
ORD-000211,PROD-0178,4,3331.12
ORD-000211,PROD-0357,5,1214.35
ORD-000212,PROD-0066,2,2158.42
ORD-000213,PROD-0005,3,2735.31
ORD-000213,PROD-0247,5,1754.45
ORD-000214,PROD-0169,1,324.27
ORD-000215,PROD-0487,5,4749.55
ORD-000215,PROD-0149,3,270.99
ORD-000216,PROD-0491,3,1845.78
ORD-000216,PROD-0120,3,3211.29
ORD-000217,PROD-0328,1,1182.23
ORD-000218,PROD-0414,5,4321.6
ORD-000219,PROD-0212,3,3247.59
ORD-000219,PROD-0195,2,1511.52
ORD-000220,PROD-0368,5,3678.6
ORD-000220,PROD-0462,1,282.41
ORD-000220,PROD-0390,1,779.7
ORD-000221,PROD-0264,3,1673.82
ORD-000221,PROD-0219,5,1066.1
ORD-000221,PROD-0373,3,3390.24
ORD-000222,PROD-0313,4,510.4
ORD-000222,PROD-0143,3,3456.99
ORD-000223,PROD-0244,3,1851.75
ORD-000223,PROD-0076,1,717.9
ORD-000223,PROD-0119,3,60.36
ORD-000224,PROD-0082,5,2537.15
ORD-000224,PROD-0359,5,860.2
ORD-000225,PROD-0150,5,5529.15
ORD-000225,PROD-0198,2,1278.74
ORD-000226,PROD-0172,2,2354.06
ORD-000227,PROD-0058,5,1813.8
ORD-000228,PROD-0026,5,990.25
ORD-000228,PROD-0490,2,802.52
ORD-000228,PROD-0180,5,239.5
ORD-000229,PROD-0378,3,2983.2
ORD-000230,PROD-0144,5,3971.05
ORD-000231,PROD-0025,5,1808.2
ORD-000232,PROD-0141,1,949.94
ORD-000232,PROD-0407,2,530.78
ORD-000232,PROD-0101,3,85.02
ORD-000232,PROD-0284,1,1136.82
ORD-000233,PROD-0270,4,3792.52
ORD-000233,PROD-0205,4,1078.12
ORD-000234,PROD-0300,2,1222.52
ORD-000235,PROD-0071,4,1848.56
ORD-000235,PROD-0070,1,1037.56
ORD-000236,PROD-0307,2,1241.76
ORD-000237,PROD-0187,1,1081.95
ORD-000237,PROD-0088,1,181.09
ORD-000237,PROD-0451,3,2040.54
ORD-000238,PROD-0448,3,76.47
ORD-000239,PROD-0483,5,4991.9
ORD-000240,PROD-0288,5,4584.6
ORD-000241,PROD-0481,1,243.76
ORD-000241,PROD-0311,5,2997.7
ORD-000242,PROD-0142,3,3098.7
ORD-000242,PROD-0050,3,258.63
ORD-000243,PROD-0092,5,2800.7
ORD-000243,PROD-0389,2,1128.56
ORD-000244,PROD-0180,4,191.6
ORD-000245,PROD-0372,5,3670.2
ORD-000246,PROD-0337,4,2956.96
ORD-000246,PROD-0053,3,967.23
ORD-000247,PROD-0137,5,3455.05
ORD-000247,PROD-0440,1,408.39
ORD-000247,PROD-0250,4,4140.88
ORD-000248,PROD-0238,4,3378.92
ORD-000249,PROD-0237,4,2931.0
ORD-000249,PROD-0440,2,816.78
ORD-000250,PROD-0338,3,628.74
ORD-000250,PROD-0356,5,2378.55
ORD-000250,PROD-0248,2,918.7
ORD-000251,PROD-0176,3,372.48
ORD-000252,PROD-0449,3,3306.21
ORD-000252,PROD-0240,2,1793.2
ORD-000253,PROD-0179,5,2295.55
ORD-000253,PROD-0010,5,5911.7
ORD-000253,PROD-0403,3,604.86
ORD-000253,PROD-0249,5,455.65
ORD-000254,PROD-0080,5,1900.65
ORD-000255,PROD-0380,3,2302.02
ORD-000256,PROD-0500,4,2955.44
ORD-000256,PROD-0325,1,973.56
ORD-000256,PROD-0131,4,1315.0
ORD-000257,PROD-0164,5,106.7
ORD-000258,PROD-0207,1,143.76
ORD-000258,PROD-0063,4,2131.96
ORD-000259,PROD-0316,1,807.06
ORD-000260,PROD-0405,3,488.01
ORD-000261,PROD-0051,4,2787.24
ORD-000262,PROD-0473,5,2971.4
ORD-000262,PROD-0218,4,650.0
ORD-000263,PROD-0345,3,483.81
ORD-000264,PROD-0274,5,2275.65
ORD-000265,PROD-0314,1,514.21
ORD-000265,PROD-0039,3,2429.01
ORD-000266,PROD-0117,4,4084.4
ORD-000266,PROD-0208,2,1612.46
ORD-000266,PROD-0161,4,3635.8
ORD-000266,PROD-0365,5,3783.45
ORD-000267,PROD-0394,1,286.45
ORD-000268,PROD-0288,2,1833.84
ORD-000268,PROD-0200,1,1155.66
ORD-000268,PROD-0263,2,1550.76
ORD-000269,PROD-0485,3,1531.92
ORD-000269,PROD-0363,1,756.97
ORD-000269,PROD-0073,5,1178.95
ORD-000270,PROD-0490,2,802.52
ORD-000270,PROD-0408,2,2385.96
ORD-000271,PROD-0056,5,2232.9
ORD-000272,PROD-0389,3,1692.84
ORD-000273,PROD-0352,3,44.31
ORD-000274,PROD-0392,3,2979.75
ORD-000274,PROD-0044,2,1160.44
ORD-000275,PROD-0106,5,5443.9
ORD-000276,PROD-0400,1,991.6
ORD-000276,PROD-0275,3,3589.83
ORD-000277,PROD-0485,1,510.64
ORD-000278,PROD-0461,1,870.38
ORD-000278,PROD-0057,2,2361.4
ORD-000278,PROD-0227,2,2107.72
ORD-000278,PROD-0278,2,1223.38
ORD-000279,PROD-0248,1,459.35
ORD-000280,PROD-0239,4,2727.0
ORD-000281,PROD-0034,4,1119.96
ORD-000281,PROD-0095,1,1077.16
ORD-000282,PROD-0053,5,1612.05
ORD-000282,PROD-0200,5,5778.3
ORD-000283,PROD-0132,5,4463.7
ORD-000283,PROD-0220,4,323.8
ORD-000284,PROD-0351,2,1192.8
ORD-000284,PROD-0312,1,512.28
ORD-000285,PROD-0118,3,1259.73
ORD-000285,PROD-0067,3,2022.18
ORD-000286,PROD-0036,3,2413.29
ORD-000287,PROD-0006,4,4595.48
ORD-000288,PROD-0204,2,1622.86
ORD-000288,PROD-0400,3,2974.8
ORD-000289,PROD-0377,1,418.9
ORD-000290,PROD-0432,5,1290.55
ORD-000291,PROD-0430,5,261.3
ORD-000292,PROD-0246,3,42.57
ORD-000292,PROD-0174,3,3558.45
ORD-000292,PROD-0194,5,1522.5
ORD-000293,PROD-0156,1,1163.02
ORD-000293,PROD-0465,1,794.5
ORD-000294,PROD-0488,5,5488.55
ORD-000295,PROD-0476,4,1608.0
ORD-000296,PROD-0232,1,805.67
ORD-000297,PROD-0048,4,311.36
ORD-000298,PROD-0287,3,3364.44
ORD-000299,PROD-0005,4,3647.08
ORD-000299,PROD-0144,2,1588.42
ORD-000299,PROD-0159,3,430.59
ORD-000300,PROD-0328,4,4728.92
ORD-000300,PROD-0390,2,1559.4
ORD-000300,PROD-0023,2,276.6
ORD-000301,PROD-0136,3,2515.23
ORD-000301,PROD-0060,1,862.55
ORD-000301,PROD-0155,5,3917.75
ORD-000302,PROD-0112,1,570.91
ORD-000302,PROD-0278,1,611.69
ORD-000303,PROD-0305,5,3799.6
ORD-000304,PROD-0054,1,1123.2
ORD-000304,PROD-0027,4,1569.48
ORD-000304,PROD-0489,5,3890.8
ORD-000305,PROD-0237,2,1465.5
ORD-000306,PROD-0260,3,3113.34
ORD-000307,PROD-0351,4,2385.6
ORD-000308,PROD-0374,5,4237.3
ORD-000308,PROD-0094,4,2948.48
ORD-000309,PROD-0456,4,4262.52
ORD-000309,PROD-0225,5,3301.45
ORD-000309,PROD-0192,4,4372.76
ORD-000310,PROD-0240,5,4483.0
ORD-000311,PROD-0225,2,1320.58
ORD-000312,PROD-0017,4,702.92
ORD-000312,PROD-0277,2,1172.18
ORD-000313,PROD-0302,2,1894.56
ORD-000314,PROD-0133,2,1167.24
ORD-000314,PROD-0349,1,562.84
ORD-000314,PROD-0205,5,1347.65
ORD-000314,PROD-0177,2,2328.2
ORD-000315,PROD-0259,3,1624.32
ORD-000316,PROD-0454,5,3011.65
ORD-000317,PROD-0324,5,836.0
ORD-000317,PROD-0402,1,78.8
ORD-000317,PROD-0132,2,1785.48
ORD-000317,PROD-0186,3,2301.9
ORD-000318,PROD-0211,3,1609.23
ORD-000318,PROD-0497,2,1558.64
ORD-000318,PROD-0187,3,3245.85
ORD-000318,PROD-0410,1,1156.72
ORD-000319,PROD-0093,1,962.69
ORD-000320,PROD-0470,4,464.84
ORD-000320,PROD-0018,1,703.58
ORD-000320,PROD-0319,3,131.1
ORD-000321,PROD-0398,4,1075.64
ORD-000321,PROD-0082,5,2537.15
ORD-000322,PROD-0409,4,1392.28
ORD-000322,PROD-0089,5,2746.1
ORD-000323,PROD-0005,2,1823.54
ORD-000324,PROD-0041,1,509.15
ORD-000325,PROD-0082,1,507.43
ORD-000326,PROD-0142,5,5164.5
ORD-000327,PROD-0448,4,101.96
ORD-000328,PROD-0293,4,3992.72
ORD-000328,PROD-0130,3,1247.37
ORD-000329,PROD-0175,3,467.58
ORD-000329,PROD-0377,5,2094.5
ORD-000329,PROD-0478,2,776.38
ORD-000330,PROD-0111,4,4559.16
ORD-000330,PROD-0274,1,455.13
ORD-000331,PROD-0206,4,3123.36
ORD-000332,PROD-0236,1,1169.58
ORD-000332,PROD-0049,3,579.39
ORD-000333,PROD-0015,5,4935.25
ORD-000333,PROD-0067,3,2022.18
ORD-000334,PROD-0117,2,2042.2
ORD-000335,PROD-0300,3,1833.78
ORD-000335,PROD-0259,2,1082.88
ORD-000336,PROD-0432,2,516.22
ORD-000337,PROD-0463,4,4651.44
ORD-000337,PROD-0172,4,4708.12
ORD-000337,PROD-0155,1,783.55
ORD-000337,PROD-0406,3,2907.78
ORD-000338,PROD-0067,3,2022.18
ORD-000339,PROD-0335,5,992.75
ORD-000340,PROD-0237,4,2931.0
ORD-000340,PROD-0088,3,543.27
ORD-000341,PROD-0085,5,4061.85
ORD-000341,PROD-0499,4,3030.24
ORD-000342,PROD-0332,1,93.63
ORD-000342,PROD-0428,2,799.32
ORD-000342,PROD-0315,5,3698.75
ORD-000343,PROD-0242,5,954.6
ORD-000344,PROD-0034,4,1119.96
ORD-000345,PROD-0208,4,3224.92
ORD-000345,PROD-0356,2,951.42
ORD-000345,PROD-0065,3,1555.8
ORD-000346,PROD-0390,1,779.7
ORD-000347,PROD-0124,1,685.97
ORD-000348,PROD-0034,3,839.97
ORD-000349,PROD-0065,5,2593.0
ORD-000349,PROD-0409,2,696.14
ORD-000350,PROD-0295,5,2553.95
ORD-000351,PROD-0247,4,1403.56
ORD-000351,PROD-0409,1,348.07
ORD-000351,PROD-0181,2,1794.78
ORD-000352,PROD-0239,2,1363.5
ORD-000352,PROD-0207,3,431.28
ORD-000353,PROD-0326,1,662.25
ORD-000353,PROD-0222,3,1884.39
ORD-000354,PROD-0128,3,2566.95
ORD-000354,PROD-0163,3,3503.73
ORD-000355,PROD-0318,4,623.36
ORD-000356,PROD-0138,5,5647.85
ORD-000356,PROD-0116,5,3562.8
ORD-000356,PROD-0101,3,85.02
ORD-000357,PROD-0379,5,3703.65
ORD-000357,PROD-0443,2,90.84
ORD-000357,PROD-0406,3,2907.78
ORD-000358,PROD-0409,5,1740.35
ORD-000359,PROD-0323,2,522.82
ORD-000360,PROD-0244,3,1851.75
ORD-000361,PROD-0124,2,1371.94
ORD-000362,PROD-0068,3,3114.6
ORD-000363,PROD-0256,1,1150.08
ORD-000363,PROD-0412,5,5165.2
ORD-000364,PROD-0419,3,793.92
ORD-000364,PROD-0485,3,1531.92
ORD-000364,PROD-0202,3,2849.58
ORD-000365,PROD-0120,5,5352.15
ORD-000366,PROD-0422,3,1497.6
ORD-000366,PROD-0463,1,1162.86
ORD-000366,PROD-0179,2,918.22
ORD-000367,PROD-0355,4,1357.08
ORD-000368,PROD-0089,5,2746.1
ORD-000368,PROD-0324,2,334.4
ORD-000369,PROD-0437,1,59.63
ORD-000370,PROD-0448,1,25.49
ORD-000371,PROD-0311,5,2997.7
ORD-000372,PROD-0040,3,2885.13
ORD-000373,PROD-0304,1,977.14
ORD-000373,PROD-0056,1,446.58
ORD-000374,PROD-0249,5,455.65
ORD-000374,PROD-0269,5,5509.65
ORD-000375,PROD-0198,2,1278.74
ORD-000375,PROD-0285,5,3029.85
ORD-000376,PROD-0181,4,3589.56
ORD-000376,PROD-0477,5,2597.95
ORD-000376,PROD-0024,3,959.25
ORD-000377,PROD-0083,4,2740.32
ORD-000377,PROD-0246,2,28.38
ORD-000378,PROD-0284,1,1136.82
ORD-000378,PROD-0345,3,483.81
ORD-000379,PROD-0239,5,3408.75
ORD-000380,PROD-0488,5,5488.55
ORD-000380,PROD-0390,5,3898.5
ORD-000381,PROD-0105,4,3481.6
ORD-000381,PROD-0237,1,732.75
ORD-000382,PROD-0371,4,3250.64
ORD-000382,PROD-0231,3,1350.93
ORD-000383,PROD-0221,1,607.09
ORD-000384,PROD-0385,1,504.37
ORD-000385,PROD-0017,2,351.46
